run_id,date,app_commit,device,android_version,ram_gb,build_type,llm_model,llm_runtime,embedder_model,embedder_runtime,tokenizer,notes_count,llm_load_ms,embedder_load_ms,tokenizer_load_ms,query_embedding_ms,passage_embedding_10_notes_ms,retrieval_ms,ttft_ms,tokens_per_sec,pss_llm_only_mb,pss_embedder_only_mb,pss_both_loaded_mb,rss_both_loaded_mb,retrieved_expected_note,answer_uses_retrieved_note,app_killed,app_froze,oom,outcome,notes
2026-06-28T18:04:35.034503Z,2026-06-28T18:04:35.035545Z,7ec2656-dirty,Nothing A142,16,12,debug,models/llm/gemma-4-E2B-it.litertlm,LiteRT-LM,models/embedding/multilingual-e5-small.onnx,ONNX Runtime,models/embedding/tokenizer.json,10,9512,5388,3498,473,4794,2,1704,5.20,2588,0,3388,3440,true,true,false,false,false,pass,pss_embedder_only_mb not isolated; LLM intentionally stayed resident before embedding
